Timestamp,What name do you wish to be listed by?,What is your Mastodon handle (@user@instance.name)?,Do you have a Twitter handle you would like to share? (This can help people you know on Twitter to find you on Mastodon) ,What are your main areas of focus for your journalism? ,Where do you publish your work?,Other info for short self-description 
12/16/2022 11:50:13,Miranda Moore,@miranda_writes@journa.host,@miranda_writes1,Kansas state government; accountability; investigations,"wichitabeacon.org, kcbeacon.org",Iâm the Kansas state government reporter for The Kansas City Beacon and The Wichita Beacon. Past work: Treasure Coast News/TCPalm/USA Today Network-Florida; The Washington Post; BuzzFeed News; 60 Minutes 

12/16/2022 12:16:15,Robyn Pennacchia,https://mastodon.social/@robynelyse,@robynelyse,"Extremism, disinformation, reproductive rights, class war and criminal justice reform",Wonkette,

12/16/2022 12:24:40,Carl Beijer,@carlbeijer@mastodon.social,carlbeijer,"money in politics, socialism","Jacobin, In These Times, carlbeijer.com",

12/16/2022 12:44:48,Marc-AndrÃ© Argentino ,MAArgentino@fediscience.org,@_maargentino,"Extremism, terrorism, dystopia",Substack,

12/16/2022 13:23:54,Vero Balderas Iglesias,@VeroBalderasI@mastodon.social,@VeroBalderasI,"Politics, Policy, Human Rights, Environment ",Voice of America ,ðºð¸Award-nominated International TV Reporter/VJ 

12/16/2022 13:37:30,Emmanuel Goldstein,@emmanuel@chaos.social,@emmangoldstein,"Technology, hacking, privacy, intrusions","2600 Magazine, www.2600.com, WBAI 99.5 FM New York City,","Editor/publisher of 2600 Magazine since 1984, organizer of HOPE conferences (www.hope.net), host of ""Off The Hook"" on WBAI-FM NYC"

12/16/2022 14:18:35,Audrea Huff,@audrea@famichiki.jp,@audreahuff,Digital strategy/audience/technology,,"I'm a longtime digital producer (Orlando Sentinel, Spectrum News, Stars and Stripes) who recently doubled down on the SEO/audience side of our industry.."

12/16/2022 14:33:28,Matthew Keys,@matthewkeys@newsie.social,@matthewkeyslive,"Media, business and technology",TheDesk.net / Fierce Video / Radio Ink,Based in Northern California

12/16/2022 14:34:52,Ron Miller,@ron_miller@noc.social,@ron_miller,Technology,TechCrunch,Enterprise Report at TechCrunch

12/16/2022 14:35:46,Mike Drago,@mikedrago@newsie.social,@mikedrago,"Investigative, sports",ESPN.com,"Senior deputy editor, investigations, ESPN"

12/16/2022 15:25:07,Marina Bolotnikova,@mbolotnikova@journa.host,@mbolotnikova (deactivated for now),"Factory farming, animal activism, and all other subjects in Vox's Future Perfect","Vox  (past freelancer in other outlets incl Guardian, Intercept)",Editor at Vox's Future Perfect section

12/16/2022 15:27:00,Paolo Bicchieri,@paoloshmaolo@sfba.social,@paoloshmaolo,"Restaurants, coffee, supply chains, labor, workers",Eater (Vox),

12/16/2022 15:35:49,JonChevreau,@JonChevreau@mstdn.ca,@JonChevreau,Financial,"MoneySense.ca, FindependenceHub.com","Author of Findependence Day,  The Wealthy Boomer"

12/16/2022 16:06:40,Jason Parker,@north@ê©°.com,NorthAntara,"Social justice, activism, law, whatever else the ADHD demands","Various (editors, hit me up)","Independent journalist, software developer, open source contributor and evangelist, collector of single-character Punycode domain names (e.g. https://ê©°.com/ and https://áª.com/)"

12/16/2022 16:37:02,Lori Freshwater,@LoriFreshwater,@loufreshwater,Health and Science,Freelance ,Forthcoming book on military contamination

12/16/2022 17:17:05,Martin Cooper,@pfl@mastodon.world,,UK media and British radio culture,https://prefadelisten.com/,"Broadcaster, media analyst & historian "

12/16/2022 17:21:38,Erinnerungen im Netz,@erinnerungenimnetz@hessen.social,@kasselimnetz,"Local News, History, Kassel, Hessen, Germany",https://www.erinnerungen-im-netz.de,"Memories on the Net"" (Erinnerungen im Netz) presents historical documents, stories and experiences from and about Kassel East on the Internet. In this way, the valuable knowledge of contemporary witnesses is preserved and made usable. This unique media library is created by the commitment of different people and offers many opportunities to participate. Only with their commitment can this living library develop and grow."

12/16/2022 17:27:51,Dylan Dulberg,@Dylandulberg@masto.ai,@Dylandulberg,"Politics, tech, environment","FOX 2 Detroit, WJBK, FOX2Detroit.com",Journalist/TV news producer at Fox 2 Detroit. Political specialist

12/16/2022 18:42:56,Jessica Brodkin Webb,@JBrodkinWebb@journa.host,@mamawrote,"Community, Homelessness, Local government",The Esat County Californian | The Alpine Sun | Star-News,"Staff Writer for The East County Californian, The Alpine Sun, Star-News; frequent contributor to Fleet Reserve Association magazine. Find recent articles at: https://muckrack.com/jessica-webb-7"

12/16/2022 19:49:22,Josh Chin,joshchin@journa.host,joshchin,"China, tech, surveillance, politics",The Wall Street Journal,Deputy bureau chief for China

12/16/2022 19:55:15,Abhishek,@AbhishekSay@mas.to,@AbhishekSay,Debunking Misinformation/Disinformation,Alt News,

12/16/2022 19:56:06,Jared Rutecki,@JaredRutecki@home.social,@JaredRutecki,"Pensions, public safety, public finance, health",Television,Investigative/special projects producer and reporter

12/16/2022 19:58:56,Gwen Snyder,Gwensnyder,Gwensnyderphl,"Far right extremism, women's issues, tech, popular movements","Bitch Media, Jezebel, Philadelphia Inquirer, The Information, Grid (freelance for all) ",

12/16/2022 20:34:40,Ryan Gerbosi,@RyanGerbosi@mastodon.social,@RyanGerbosi,New York sports; soccer; mixed martial arts,Newsday,

12/16/2022 22:25:35,Erin Brown,@rinkside@mastodon.online,@rinkside,"hockey, womenâs hockey, NHL, Florida Panthers","The Hockey News, IIHF.com",Also: Sr. Lecturer at Univ. of Miami (FL)

12/17/2022 0:37:16,Daniel AJ Sokolov ,@newstik@law.builders,@newstik,"Technology, Innovation, IT, Law",https://heise.de,Correspondent North America for heise online

12/17/2022 0:58:24,Loukas Christodoulou ,@loukas@mastodon.nu,@loukas_doula,"Sweden, Swedish politics, European Union, defence and security, climate change ","Have been at Swedish public radio sverigesradio.se for 14, about to go freelance",Blogging about language and storytelling at truestories.substack.com

12/17/2022 3:01:19,Carolina A. Miranda,@cmonstah@mastodon.art,@cmonstah,"Art, Architecture, Design, Culture",Los Angeles Times,My big claim to fame is revealing that Hello Kitty was not a cat.

12/17/2022 3:16:58,Adam Jezard,@adamjezard,,"Business, society, tech, film and tv history ","Previously FT, TES, Marvel Comics and othrrs",Semi-retired now freelance writer and editor 

12/17/2022 4:04:45,Katalin Halmai,@eublogo@mastodon.online,@eublogo,"European Union, Hungary in the EU",NÃ©pszava,

12/17/2022 4:50:07,Nadja Zecher-Christ ,https://hessen.social/@nzecherchrist,@alixxgirl,"Music-Events, Local Journalism","Waldeckische Landeszeitung, HNA",Freelancer Journalist 

12/17/2022 7:01:34,Dean Obeidallah,@DeanObeidallah@masto.ai,,US politics/white supremacy ,"CNN, MSNBC Daily, Salon",I host a daily national talk radio show on SiriusXM in addition to writing 

12/17/2022 7:42:24,GaÃ«lle Cloarec ,@Ostrogothe@piaille.fr,@Ostrogothe,Environment and Culture,,I live in Marseille (France) 

12/17/2022 10:35:45,Emily Anthes,@emilyanthes@mastodon.social,EmilyAnthes,Science and health,The New York Times,"Science reporter at The New York Times, covering human and animal health"

12/17/2022 12:02:05,Iain Thomson,@iainthomson@mastodon.social,@iainthomson,"Editing, security, science",The Register,A British jounralist working in the Bay Area for the last decade or so.

12/17/2022 13:59:17,Jeffrey Robinson,@WritingFactory@mastodon.social,@writingfactoiy,"money laundering, fraud and financial crime","Author of internationally best selling books (The Laundrymen, The Merger, The Sink, Takedown, et.al)","Old fashioned Storyteller, investigative financial crime author, keynote speaker, television pundit. 30 books and counting. Former co-host SkyNews Television Debate."

12/17/2022 14:36:37,Eric McDaniel,@eric@apublic.space,@ericmcdanieldc,Politics + Climate,NPR,NPR Politics Podcast Editor

12/17/2022 15:41:42,David Brewer,@MediaHelpingMedia@mastodon.social,@helpingmedia,Journalism training,https://mediahelpingmedia.org/,"25 years experience as a reporter, news editor, editor, and manager in print, radio, TV, and then 20 years working in international media development."

12/17/2022 16:02:31,Alexa Gagosz,@AlexaGagosz@newsie.social,@AlexaGagosz,"Business, Housing and Homelessness, Health care, Innovation, food and dining, Rhode Island",The Boston Globe,"Iâm Alexa Gagosz and Iâm a business reporter for the Boston Globe where I cover the housing crisis, innovation, health care, and the business of food. I went from being an independent, community reporter to working at one of my dream news outlets, telling the stories of Americans in New England. "

12/17/2022 16:05:24,Scott Morris,@scottmorris@newsie.social,@oakmorr,"Police, civil rights, housing, local",https://www.vallejosun.com,"Investigative journalist, public records nerd, co-founder of the Vallejo Sun "

12/17/2022 16:42:02,Abhishek Baxi,@baxiabhishek@mastodon.social,@baxiabhishek,Technology,http://baxiabhishek.info,Freelance technology journalist from India

12/17/2022 19:53:23,Robert S. Anthony,@newyorkbob@mastodon.social,@newyorkbob,Tech and travel journalist and copy editor.,The Paper PC: https://newyorkbob.substack.com/ ,1.1 million Pinterest followers: www.paperpcpicks.com  Former senior writer PC Magazine. Former copy editor NY Daily News. Former reporter Milwaukee Sentinel.

12/18/2022 0:50:53,Greg Chandler,gcnewsmsn@deacon.social,@gcnewsman,Small-town community journalism,"Hastings (Michigan) Banner, Middleville-Caledonia Sun and News ",

12/18/2022 9:07:50,Dieter Holger,@dieterholger@journa.host,@dieterholger,"Sustainability, Business",The Wall Street Journal,

12/18/2022 9:19:30,Markus Hesselmann,@hesselmann@mastodon.social,@hesselmann,Berlin,Tagesspiegel,"Further interests are mobility, climate, sports, history, literature, London,/Britain"

12/18/2022 11:34:36,Ian Boudreau,@ianboudreau@mastodon.social,@iboudreau,"PC games, games industry, and games culture",PCGamesN,"Senior news writer for PCGamesN, also an occasional commentator and critic"

12/18/2022 12:18:12,Sam Adams ,@Sameagle@federated.press,,"Appalachia, climate change (storms, floods, extreme temperatures, crime)","The Mountain Eagle, Whitesburg, KY","Author, freelancer, reporter for The Mountain Eagle"

12/18/2022 15:00:43,Ximena Gonzalez,@ ximenaka@mastodon.online,@ximenaka,"Calgary, urban affairs, housing, real estate. ","Globe and Mail, The Tyee, The Sprawl",Calgary journalist

12/18/2022 18:19:39,Susan Campbell,@SCampbell@mastodon.social,@campbellsl,Religion/Politics,Hearst newspaper in CT/CT News Junkie,susan.campbell.substack.com

12/18/2022 18:42:50,Javier Bauluz ,@javierbauluz@newsie.social,@javierbauluz,"Photojournalism in Conflicts, migration, human rights ",Independent photojournalist ,"Pulitzer Prize 1995, National Photography Award Spain Piedad Isla 2022"

12/18/2022 19:31:31,Jacob Gonzales,@jacobgonzales20@fosstodon.org ,,technology,codeberg,"Hi, my name is Jacob Gonzales and I am a tech journalist with a passion for all things digital. I have spent the last two years reporting on the latest trends and breakthroughs in the tech industry, covering everything from the hottest new gadgets and software to the inner workings of some of the world's biggest tech companies."

12/18/2022 21:49:56,Andrew Revkin,@revkin@mastodon.green,@revkin,#climate #sustainability #conservation #disasterrisk #weather #biodiversity,https://revkin.substack.com,"Nearly 40 years of award-winning reporting on environmental risk and solutions, mostly New York Times. Communication innovation work at Columbia Climate School. Performing songwriter for sanity's sake."

12/18/2022 21:56:21,Natalie Davis,@Nataliedavis@journa.host,@gdpr99,"social justice, antiracism, homelessness",Verdant Square Radio; freelance,

12/18/2022 22:38:48,Mason Wright ,@thismason@mastodon.world,@thismason,Daily news curation and editing,The Globe and Mail ,18 years in daily digital and print journalism

12/18/2022 23:53:33,Tony Webster,@tony@mastodon.tonywebster.com,@webster,"Civil rights, policing, surveillance","Freelance/Minnesota Reformer, Minnesota Public Radio",

12/19/2022 0:51:53,Jim Alexander,@jimalexander@journa.host,@Jim_Alexander,Sports in Southern Calilfornia,"Southern California News Group (L.A. Daily News, OC Register, etc.)",Lead sports columnist for SCNG.

12/19/2022 2:22:39,Newley Purnell,@newley@journa.host,@newley,Tech,The Wall Street Journal,

12/19/2022 4:30:34,Mehmet Safak Sari,@msafaksari@qoto.org,msafaksari,"FactCheking, Disinformation, New Media",journo.com reportare.com nrwslabturkey.com,

12/19/2022 8:09:57,Claire Berlinski,@claireberlinski@federated.press,ClaireBerlinski,"Foreign affairs, populism",The Cosmopolitan Globalist and many other outlets,"I'm the editor in chief of the Cosmopolitan Globalist, which is dedicated to filling the void left by the collapse of foreign correspondence "

12/19/2022 10:14:34,Punteha van Terheyden,@vtfeatures@mastodon.world,@vtfeatures,Ethical true-life features,National newspapers and magazines UK ,Freelance journalist and founding editor of Lacuna Voices

12/19/2022 10:29:06,Gavin Jackson,@gavinjackson@mastodon.social,@gavinjackson,South Carolina news and politics,"South Carolina Public Radio, SCETV",I also host a televised weekly public affairs show This Week in South Carolina and twice weekly podcast South Carolina Lede

12/19/2022 10:34:41,Casey Morell,@casey@apublic.space,@csymrl,US Politics,NPR,"Producer, NPR Politics Podcast"

12/19/2022 11:01:26,Simon Head,@simonhead@mastodonapp.uk,@simonhead,Mixed Martial Arts (MMA),Fighters Only (https://fightersonlymag.com),"Global Head of Content, Fighters Only. Sports editor/journalist since 1999. MMA reporter/editor since 2009."

12/19/2022 11:04:58,Mike Jopek,@mikejopek@journa.host,@mikejopek,Montana Opinion Columnist,Flathead Beacon,"Full time Whitefish farmer, former Montana legislator"

12/19/2022 13:14:54,ShawntÃ© Salabert,@shawntesalabert,@shawntesalabert,"Environmental science, environmental justice, outdoor culture, adventure travel","Outside, Alpinist, Adventure Journal, CondÃ© Nast Traveler, Nature Conservancy Magazine, Land + People, etc.",

12/19/2022 13:31:36,Anna Clark,@annaleighclark@newsie.social,@annaleighclark,Investigative,ProPublica,"Author: ""The Poisoned City"""

12/19/2022 14:07:20,Drew Anderson,drewanderson@mstdn.ca,drewpanderson,Environment and climate change,The Narwhal,"Calgary-based journalist for The Narwhal, former CBC. "

12/19/2022 19:57:22,LaVonne Roberts,@Lavonne@federated.press,@lavonneroberts,"health, tech, and science as well as climate change and ALS advocacy","The Washington Post, The New York Times, TIME Magazine, CNN, Wired and many other publications. ","LaVonne Roberts is a health, technology, and science journalist. MFA in Nonfiction--The New School. Current work as an author and editor includes the newly-released Applied Virtual Reality in Healthcare."

12/19/2022 20:45:38,Josh Nicholas,@josh@joshnicholas.blog,@joshcnicholas,Data journalism,The Guardian,

12/19/2022 22:26:03,Aditi Agrawal,@aditi_muses@mastodon.social,@aditi_muses,"Technology Policy, privacy, surveillance, cybersecurity ",Newslaundry,Tips at aditi.muses@proton.me

12/19/2022 22:39:15,Phil Italiano,@SCREW@mstdn.social,screwmagazinetm,"entertainment, film, free speech, adult",online and in-print,"SCREW was founded in 1968, one of the most influential and controversial magazines in history"

12/20/2022 9:06:35,Carsten Werner,@cawer@det.social,@Carsten_Werner,General news,t-online.de,Managing Editor

12/20/2022 10:47:19,Justin Ling,@justinling@mastodon.online,@justin_ling,"Disinformation, national security, extremism",bugeyedandshameless.com,Freelance

12/21/2022 0:38:32,Gabriel Kahn,@gabekahn@federated.press,@gabekahn,"local news sustainability, business models for news",Crosstown (xtown.la),"I'm a journalism professor at USC Annenberg, ex-WSJ foreign correspondent, also founder of data-driven local news site Crosstown (xtown.la)"
